sent_id,item_id,verb,sentence_type,np_order,target,option_1,option_2,answer_option,prompt_1,prompt_2,prompt,answer,raw_probs
11,6,comfort,IC,high_sg,Bob comforted the leader of the activists who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.1797758, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.1797758), TopLogprob(token='2', bytes=[50], logprob=-1.8047758), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-10.679776), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.929776), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-13.054776)])]"
12,6,greet,nonIC,high_sg,Bob greeted the leader of the activists who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.42883903, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.42883903), TopLogprob(token='2', bytes=[50], logprob=-1.053839), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-9.803839), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-10.428839), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.553839)])]"
13,7,envy,IC,high_sg,Laura envies the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.3868917, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.3868917), TopLogprob(token='2', bytes=[50], logprob=-1.1368917), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.136891), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-12.761891), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-14.136891)])]"
14,7,know,nonIC,high_sg,Laura knows the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.023271803, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.023271803), TopLogprob(token='1', bytes=[49], logprob=-3.7732718), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-11.273272), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.398272), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-13.273272)])]"
15,8,value,IC,high_sg,Zack valued the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0032929708, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0032929708), TopLogprob(token='1', bytes=[49], logprob=-5.753293), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-9.628293), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.003293), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-13.003293)])]"
16,8,recognize,nonIC,high_sg,Zack recognized the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ",2) were.,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.5762944, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.5762944), TopLogprob(token='1', bytes=[49], logprob=-0.8262944), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-8.076294), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.326294), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-12.576294)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.69448596, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.69448596), TopLogprob(token='<|end|>', bytes=None, logprob=-0.69448596), TopLogprob(token='.', bytes=[46], logprob=-6.694486), TopLogprob(token='<|end|>', bytes=None, logprob=-10.194486), TopLogprob(token=').', bytes=[41, 46], logprob=-10.944486)]), ChatCompletionTokenLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-3.1737043e-06, top_logprobs=[TopLogprob(token=' were', bytes=[32, 119, 101, 114, 101], logprob=-3.1737043e-06), TopLogprob(token=' ', bytes=[32], logprob=-13.500003), TopLogprob(token=' Were', bytes=[32, 87, 101, 114, 101], logprob=-13.750003), TopLogprob(token='<|end|>', bytes=None, logprob=-15.250003), TopLogprob(token=' The', bytes=[32, 84, 104, 101], logprob=-15.750003)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0009120595, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0009120595), TopLogprob(token='<|end|>', bytes=None, logprob=-7.000912), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-15.250912), TopLogprob(token='.\n', bytes=[46, 10], logprob=-15.500912), TopLogprob(token='.""', bytes=[46, 34], logprob=-16.500912)])]"
17,9,fear,IC,high_sg,Sarah fears the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ",2) are.,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.63381094, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.63381094), TopLogprob(token='1', bytes=[49], logprob=-0.75881094), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-7.508811), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-7.633811), TopLogprob(token='Are', bytes=[65, 114, 101], logprob=-9.508811)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.6952558, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.6952558), TopLogprob(token='<|end|>', bytes=None, logprob=-0.6952558), TopLogprob(token='.', bytes=[46], logprob=-6.1952558), TopLogprob(token=':', bytes=[58], logprob=-10.945256), TopLogprob(token=').', bytes=[41, 46], logprob=-11.195256)]), ChatCompletionTokenLogprob(token=' are', bytes=[32, 97, 114, 101], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token=' are', bytes=[32, 97, 114, 101], logprob=-5.5122365e-07), TopLogprob(token=' ', bytes=[32], logprob=-15.250001), TopLogprob(token=' Are', bytes=[32, 65, 114, 101], logprob=-15.750001), TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-16.5), TopLogprob(token=' ""', bytes=[32, 34], logprob=-19.875)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0019293479, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0019293479), TopLogprob(token='<|end|>', bytes=None, logprob=-6.2519293), TopLogprob(token='.\n', bytes=[46, 10], logprob=-15.001929), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-15.251929), TopLogprob(token='.""', bytes=[46, 34], logprob=-16.00193)])]"
18,9,jog,nonIC,high_sg,Sarah jogs with the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.18022019, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.18022019), TopLogprob(token='2', bytes=[50], logprob=-1.8052201), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-7.80522), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.930221), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-11.430221)])]"
19,10,notice,IC,high_sg,Adam noticed the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.2023095, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.2023095), TopLogprob(token='1', bytes=[49], logprob=-1.7023095), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-7.2023096), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-9.57731), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-10.70231)])]"
20,10,resemble,nonIC,high_sg,Adam resembled the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ",1) was,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.69424886, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.69424886), TopLogprob(token='2', bytes=[50], logprob=-0.69424886), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-7.0692487), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-8.444249), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-11.069249)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.69480187, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.69480187), TopLogprob(token='<|end|>', bytes=None, logprob=-0.69480187), TopLogprob(token='.', bytes=[46], logprob=-6.444802), TopLogprob(token='<|end|>', bytes=None, logprob=-10.694802), TopLogprob(token=').', bytes=[41, 46], logprob=-11.444802)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-6.749814e-06, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-6.749814e-06), TopLogprob(token=' Was', bytes=[32, 87, 97, 115], logprob=-12.250007), TopLogprob(token=' ', bytes=[32], logprob=-13.250007), TopLogprob(token=' The', bytes=[32, 84, 104, 101], logprob=-17.750008), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-18.000008)])]"
21,11,praise,IC,high_pl,Tina praised the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ",1) has,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.4318636, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.4318636), TopLogprob(token='2', bytes=[50], logprob=-1.0568635), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-5.931864), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-8.306864), TopLogprob(token='Have', bytes=[72, 97, 118, 101], logprob=-9.056864)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.5789405, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.5789405), TopLogprob(token='<|end|>', bytes=None, logprob=-0.8289405), TopLogprob(token='.', bytes=[46], logprob=-5.8289404), TopLogprob(token=').', bytes=[41, 46], logprob=-11.07894), TopLogprob(token='<|end|>', bytes=None, logprob=-11.32894)]), ChatCompletionTokenLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-3.0545007e-06, top_logprobs=[TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-3.0545007e-06), TopLogprob(token=' ', bytes=[32], logprob=-13.500003), TopLogprob(token=' Has', bytes=[32, 72, 97, 115], logprob=-14.250003), TopLogprob(token='\thas', bytes=[9, 104, 97, 115], logprob=-14.375003), TopLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-15.125003)])]"
22,11,meet,nonIC,high_pl,Tina met the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.20210762, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.20210762), TopLogprob(token='2', bytes=[50], logprob=-1.7021077), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-7.7021074), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-8.452107), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-11.702107)])]"
