sent_id,item_id,verb,sentence_type,np_order,target,option_1,option_2,answer_option,prompt_1,prompt_2,prompt,answer,raw_probs
13,7,envy,IC,high_sg,Laura envies the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.3202e-07), TopLogprob(token='2', bytes=[50], logprob=-15.537466), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.659203), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.915443), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.233498)])]"
14,7,know,nonIC,high_sg,Laura knows the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.376596, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.376596), TopLogprob(token='2', bytes=[50], logprob=-1.1589789), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.661154), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-15.709757), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.654821)])]"
15,8,value,IC,high_sg,Zack valued the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-3.7697225e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-3.7697225e-06), TopLogprob(token='2', bytes=[50], logprob=-12.553963), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.070827), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.177101), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.26886)])]"
16,8,recognize,nonIC,high_sg,Zack recognized the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0020368914, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0020368914), TopLogprob(token='1', bytes=[49], logprob=-6.197407), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.681814), TopLogprob(token='(', bytes=[40], logprob=-18.448936), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-18.60784)])]"
17,9,fear,IC,high_sg,Sarah fears the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0049585938, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0049585938), TopLogprob(token='1', bytes=[49], logprob=-5.3091044), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.15323), TopLogprob(token='(', bytes=[40], logprob=-18.41483), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-18.924911)])]"
18,9,jog,nonIC,high_sg,Sarah jogs with the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-3.1281633e-07), TopLogprob(token='2', bytes=[50], logprob=-15.82884), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.21666), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-16.825083), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.07047)])]"
19,10,notice,IC,high_sg,Adam noticed the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.037739042, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.037739042), TopLogprob(token='1', bytes=[49], logprob=-3.2958758), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.331402), TopLogprob(token='(', bytes=[40], logprob=-18.582073), TopLogprob(token=' ', bytes=[32], logprob=-18.905787)])]"
20,10,resemble,nonIC,high_sg,Adam resembled the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.3856493e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.3856493e-06), TopLogprob(token='2', bytes=[50], logprob=-13.677056), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.81303), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.282923), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.17457)])]"
21,11,praise,IC,high_pl,Tina praised the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00017636562, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00017636562), TopLogprob(token='2', bytes=[50], logprob=-8.643434), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.505432), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.39637), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.736593)])]"
22,11,meet,nonIC,high_pl,Tina met the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-8.923875e-05, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-8.923875e-05), TopLogprob(token='1', bytes=[49], logprob=-9.326172), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.652832), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-19.311142), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.899672)])]"
23,12,hate,IC,high_pl,Justin hates the cousins of the accountant who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Justin hates the cousins of the accountant who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Justin hates the cousins of the accountant who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Justin hates the cousins of the accountant who ___ . Options: 1) are, 2) is. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.0722858e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.0722858e-05), TopLogprob(token='2', bytes=[50], logprob=-10.117835), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.502487), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.585821), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-17.862978)])]"
24,12,carpool,nonIC,high_pl,Justin carpools with the cousins of the accountant who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Justin carpools with the cousins of the accountant who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Justin carpools with the cousins of the accountant who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Justin carpools with the cousins of the accountant who ___ . Options: 1) is, 2) are. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-6.9882217e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-6.9882217e-06), TopLogprob(token='2', bytes=[50], logprob=-11.894296), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.156277), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.057995), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.969498)])]"
25,13,blame,IC,high_pl,Emily blamed the nieces of the florist who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Emily blamed the nieces of the florist who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Emily blamed the nieces of the florist who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Emily blamed the nieces of the florist who ___ . Options: 1) has, 2) have. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.013355745, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.013355745), TopLogprob(token='1', bytes=[49], logprob=-4.322495), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.616692), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.323875), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.324081)])]"
26,13,wait,nonIC,high_pl,Emily waited with the nieces of the florist who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Emily waited with the nieces of the florist who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Emily waited with the nieces of the florist who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Emily waited with the nieces of the florist who ___ . Options: 1) have, 2) has. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-1.7432603e-06, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-1.7432603e-06), TopLogprob(token='1', bytes=[49], logprob=-13.543266), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.317308), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.177761), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.098032)])]"
27,14,help,IC,high_pl,Joe helped the brothers of the athlete who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Joe helped the brothers of the athlete who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Joe helped the brothers of the athlete who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Joe helped the brothers of the athlete who ___ . Options: 1) are, 2) is. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0001876863, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0001876863), TopLogprob(token='1', bytes=[49], logprob=-8.581948), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.786098), TopLogprob(token='Is', bytes=[73, 115], logprob=-18.78649), TopLogprob(token='""', bytes=[34], logprob=-18.822765)])]"
28,14,run,nonIC,high_pl,Joe ran into the brothers of the athlete who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Joe ran into the brothers of the athlete who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Joe ran into the brothers of the athlete who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Joe ran into the brothers of the athlete who ___ . Options: 1) is, 2) are. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00021105022, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00021105022), TopLogprob(token='2', bytes=[50], logprob=-8.463941), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.363089), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.336357), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.852346)])]"
29,15,reproach,IC,high_pl,Jessica reproached the doctors of the supermodel who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Jessica reproached the doctors of the supermodel who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jessica reproached the doctors of the supermodel who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jessica reproached the doctors of the supermodel who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.052169897, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.052169897), TopLogprob(token='2', bytes=[50], logprob=-2.9792213), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.900545), TopLogprob(token='(', bytes=[40], logprob=-20.527672), TopLogprob(token=' ', bytes=[32], logprob=-20.715736)])]"
30,15,work,nonIC,high_pl,Jessica worked with the doctors of the supermodel who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Jessica worked with the doctors of the supermodel who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jessica worked with the doctors of the supermodel who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jessica worked with the doctors of the supermodel who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0033609355, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0033609355), TopLogprob(token='1', bytes=[49], logprob=-5.6972275), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.16698), TopLogprob(token='Was', bytes=[87, 97, 115], logprob=-19.294975), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-19.531513)])]"
31,16,pacify,IC,high_pl,Brian pacified the associates of the businessman who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Brian pacified the associates of the businessman who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Brian pacified the associates of the businessman who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Brian pacified the associates of the businessman who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.8624639e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.8624639e-06), TopLogprob(token='2', bytes=[50], logprob=-13.332598), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.836294), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.370352), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.390593)])]"
32,16,visit,nonIC,high_pl,Brian visited the associates of the businessman who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Brian visited the associates of the businessman who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Brian visited the associates of the businessman who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Brian visited the associates of the businessman who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00019924906, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00019924906), TopLogprob(token='2', bytes=[50], logprob=-8.521321), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.016), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-20.606758), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-20.615421)])]"
