sent_id,item_id,verb,sentence_type,np_order,target,option_1,option_2,answer_option,prompt_1,prompt_2,prompt,answer,raw_probs
11,6,comfort,IC,high_sg,Bob comforted the leader of the activists who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.069968894, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.069968894), TopLogprob(token='2', bytes=[50], logprob=-2.694969), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-10.819969), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.319969), TopLogprob(token='""', bytes=[34], logprob=-13.319969)])]"
12,6,greet,nonIC,high_sg,Bob greeted the leader of the activists who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.34865636, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.34865636), TopLogprob(token='2', bytes=[50], logprob=-1.2236564), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-8.973657), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-10.223657), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.973657)])]"
13,7,envy,IC,high_sg,Laura envies the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.2812028, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.2812028), TopLogprob(token='2', bytes=[50], logprob=-1.4062028), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-10.406202), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-11.031202), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-13.156202)])]"
14,7,know,nonIC,high_sg,Laura knows the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ",2) has.,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.023284962, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.023284962), TopLogprob(token='1', bytes=[49], logprob=-3.773285), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-11.023285), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-11.023285), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-12.023285)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.6953086, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.6953086), TopLogprob(token='<|end|>', bytes=None, logprob=-0.6953086), TopLogprob(token='.', bytes=[46], logprob=-6.1953087), TopLogprob(token='<|end|>', bytes=None, logprob=-9.445309), TopLogprob(token=').', bytes=[41, 46], logprob=-11.445309)]), ChatCompletionTokenLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-1.9361265e-07, top_logprobs=[TopLogprob(token=' has', bytes=[32, 104, 97, 115], logprob=-1.9361265e-07), TopLogprob(token='\thas', bytes=[9, 104, 97, 115], logprob=-16.375), TopLogprob(token=' ', bytes=[32], logprob=-18.625), TopLogprob(token='has', bytes=[104, 97, 115], logprob=-19.5), TopLogprob(token=' have', bytes=[32, 104, 97, 118, 101], logprob=-19.625)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0052342406, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0052342406), TopLogprob(token='<|end|>', bytes=None, logprob=-5.2552342), TopLogprob(token='<|end|>', bytes=None, logprob=-15.755234), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-16.255234), TopLogprob(token='。', bytes=[227, 128, 130], logprob=-16.255234)])]"
15,8,value,IC,high_sg,Zack valued the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ",2) was.,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.049029008, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.049029008), TopLogprob(token='1', bytes=[49], logprob=-3.049029), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-8.299029), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-8.799029), TopLogprob(token='Was', bytes=[87, 97, 115], logprob=-10.924029)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.31414413, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.31414413), TopLogprob(token='<|end|>', bytes=None, logprob=-1.3141441), TopLogprob(token='.', bytes=[46], logprob=-7.064144), TopLogprob(token='<|end|>', bytes=None, logprob=-11.314144), TopLogprob(token=').', bytes=[41, 46], logprob=-12.314144)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-9.0883464e-07, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-9.0883464e-07), TopLogprob(token=' Was', bytes=[32, 87, 97, 115], logprob=-14.000001), TopLogprob(token=' ', bytes=[32], logprob=-16.875), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-20.25), TopLogprob(token=' The', bytes=[32, 84, 104, 101], logprob=-20.875)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0067157284, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0067157284), TopLogprob(token='<|end|>', bytes=None, logprob=-5.006716), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-16.506716), TopLogprob(token='.\n', bytes=[46, 10], logprob=-16.506716), TopLogprob(token='<|end|>', bytes=None, logprob=-16.506716)])]"
16,8,recognize,nonIC,high_sg,Zack recognized the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.47484434, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.47484434), TopLogprob(token='2', bytes=[50], logprob=-0.97484434), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-7.3498445), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.349844), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-10.849844)])]"
17,9,fear,IC,high_sg,Sarah fears the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ",1) is,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.4319913, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.4319913), TopLogprob(token='2', bytes=[50], logprob=-1.0569913), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-6.306991), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-6.681991), TopLogprob(token='Are', bytes=[65, 114, 101], logprob=-9.306992)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.47505167, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.47505167), TopLogprob(token='<|end|>', bytes=None, logprob=-0.97505164), TopLogprob(token='.', bytes=[46], logprob=-6.975052), TopLogprob(token='<|end|>', bytes=None, logprob=-11.475052), TopLogprob(token=').', bytes=[41, 46], logprob=-11.725052)]), ChatCompletionTokenLogprob(token=' is', bytes=[32, 105, 115], logprob=-1.8624639e-06, top_logprobs=[TopLogprob(token=' is', bytes=[32, 105, 115], logprob=-1.8624639e-06), TopLogprob(token=' ', bytes=[32], logprob=-13.750002), TopLogprob(token=' Is', bytes=[32, 73, 115], logprob=-14.500002), TopLogprob(token=' are', bytes=[32, 97, 114, 101], logprob=-16.000002), TopLogprob(token='\tis', bytes=[9, 105, 115], logprob=-16.500002)])]"
18,9,jog,nonIC,high_sg,Sarah jogs with the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.11932432, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.11932432), TopLogprob(token='2', bytes=[50], logprob=-2.2443242), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-5.369324), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-6.369324), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-10.619325)])]"
19,10,notice,IC,high_sg,Adam noticed the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ",2) was.,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.20157422, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.20157422), TopLogprob(token='1', bytes=[49], logprob=-1.7015742), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.076574), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-10.826574), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-11.076574)]), ChatCompletionTokenLogprob(token=')', bytes=[41], logprob=-0.25238767, top_logprobs=[TopLogprob(token=')', bytes=[41], logprob=-0.25238767), TopLogprob(token='<|end|>', bytes=None, logprob=-1.5023876), TopLogprob(token='.', bytes=[46], logprob=-7.7523875), TopLogprob(token='<|end|>', bytes=None, logprob=-11.252388), TopLogprob(token=').', bytes=[41, 46], logprob=-12.252388)]), ChatCompletionTokenLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-1.4021238e-05, top_logprobs=[TopLogprob(token=' was', bytes=[32, 119, 97, 115], logprob=-1.4021238e-05), TopLogprob(token=' Was', bytes=[32, 87, 97, 115], logprob=-11.250014), TopLogprob(token=' ', bytes=[32], logprob=-14.000014), TopLogprob(token='<|end|>', bytes=None, logprob=-17.250013), TopLogprob(token='was', bytes=[119, 97, 115], logprob=-18.250013)]), ChatCompletionTokenLogprob(token='.', bytes=[46], logprob=-0.0052344752, top_logprobs=[TopLogprob(token='.', bytes=[46], logprob=-0.0052344752), TopLogprob(token='<|end|>', bytes=None, logprob=-5.2552342), TopLogprob(token='.\n', bytes=[46, 10], logprob=-15.255235), TopLogprob(token='.\n\n', bytes=[46, 10, 10], logprob=-15.755235), TopLogprob(token='.""', bytes=[46, 34], logprob=-16.255234)])]"
20,10,resemble,nonIC,high_sg,Adam resembled the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.38698748, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.38698748), TopLogprob(token='2', bytes=[50], logprob=-1.1369874), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-9.636988), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-10.261988), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-12.136988)])]"
21,11,praise,IC,high_pl,Tina praised the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.38735467, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.38735467), TopLogprob(token='2', bytes=[50], logprob=-1.1373546), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-7.887355), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-9.262355), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-12.512355)])]"
22,11,meet,nonIC,high_pl,Tina met the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.28118113, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.28118113), TopLogprob(token='2', bytes=[50], logprob=-1.4061811), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-11.531181), TopLogprob(token='has', bytes=[104, 97, 115], logprob=-12.031181), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-12.156181)])]"
