sent_id,item_id,verb,sentence_type,np_order,target,option_1,option_2,answer_option,prompt_1,prompt_2,prompt,answer,raw_probs
11,6,comfort,IC,high_sg,Bob comforted the leader of the activists who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Bob comforted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.1418472, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.1418472), TopLogprob(token='1', bytes=[49], logprob=-2.0230918), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.597883), TopLogprob(token='(', bytes=[40], logprob=-18.861261), TopLogprob(token=' ', bytes=[32], logprob=-19.253208)])]"
12,6,greet,nonIC,high_sg,Bob greeted the leader of the activists who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Bob greeted the leader of the activists who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-3.1281633e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-3.1281633e-07), TopLogprob(token='2', bytes=[50], logprob=-16.472145), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.696598), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.01272), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.405281)])]"
13,7,envy,IC,high_sg,Laura envies the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura envies the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-5.5122365e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-5.5122365e-07), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.514823), TopLogprob(token='2', bytes=[50], logprob=-15.759244), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-15.991565), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.483696)])]"
14,7,know,nonIC,high_sg,Laura knows the manager of the cashiers who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Laura knows the manager of the cashiers who ___ . Options: 1) have, 2) has. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.020267176, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.020267176), TopLogprob(token='2', bytes=[50], logprob=-3.9088666), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.169455), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-17.558685), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-20.142403)])]"
15,8,value,IC,high_sg,Zack valued the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack valued the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-6.869018e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-6.869018e-06), TopLogprob(token='2', bytes=[50], logprob=-11.940656), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.628506), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-16.989363), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.016762)])]"
16,8,recognize,nonIC,high_sg,Zack recognized the daughter of the shopkeepers who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Zack recognized the daughter of the shopkeepers who ___ . Options: 1) was, 2) were. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0013470192, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0013470192), TopLogprob(token='1', bytes=[49], logprob=-6.6105294), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.966736), TopLogprob(token='(', bytes=[40], logprob=-18.523113), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-18.69517)])]"
17,9,fear,IC,high_sg,Sarah fears the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah fears the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.13569713, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.13569713), TopLogprob(token='1', bytes=[49], logprob=-2.0644119), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.973747), TopLogprob(token='(', bytes=[40], logprob=-18.26776), TopLogprob(token=' ', bytes=[32], logprob=-18.951916)])]"
18,9,jog,nonIC,high_sg,Sarah jogs with the uncle of the toddlers who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Sarah jogs with the uncle of the toddlers who ___ . Options: 1) are, 2) is. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.3202e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.3202e-07), TopLogprob(token='2', bytes=[50], logprob=-16.068348), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.31072), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.64656), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.006)])]"
19,10,notice,IC,high_sg,Adam noticed the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam noticed the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0723566, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0723566), TopLogprob(token='1', bytes=[49], logprob=-2.6621127), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.485267), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-17.649498), TopLogprob(token='(', bytes=[40], logprob=-18.47448)])]"
20,10,resemble,nonIC,high_sg,Adam resembled the representative of the employees who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Adam resembled the representative of the employees who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-7.89631e-07, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-7.89631e-07), TopLogprob(token='2', bytes=[50], logprob=-14.2864275), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.70854), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.255104), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.926178)])]"
21,11,praise,IC,high_pl,Tina praised the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina praised the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0005800773, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0005800773), TopLogprob(token='2', bytes=[50], logprob=-7.45279), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.900738), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-20.890541), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-21.513855)])]"
22,11,meet,nonIC,high_pl,Tina met the gardeners of the millionaire who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Tina met the gardeners of the millionaire who ___ . Options: 1) have, 2) has. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-3.4762674e-05, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-3.4762674e-05), TopLogprob(token='1', bytes=[49], logprob=-10.270851), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.668842), TopLogprob(token='""', bytes=[34], logprob=-18.642643), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-19.21719)])]"
23,12,hate,IC,high_pl,Justin hates the cousins of the accountant who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Justin hates the cousins of the accountant who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Justin hates the cousins of the accountant who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Justin hates the cousins of the accountant who ___ . Options: 1) are, 2) is. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.0003576304, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.0003576304), TopLogprob(token='2', bytes=[50], logprob=-7.9371157), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.241524), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.613207), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.77917)])]"
24,12,carpool,nonIC,high_pl,Justin carpools with the cousins of the accountant who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Justin carpools with the cousins of the accountant who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Justin carpools with the cousins of the accountant who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Justin carpools with the cousins of the accountant who ___ . Options: 1) is, 2) are. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-5.5577775e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-5.5577775e-06), TopLogprob(token='2', bytes=[50], logprob=-12.1318035), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.660557), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.363932), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.913572)])]"
25,13,blame,IC,high_pl,Emily blamed the nieces of the florist who ___ .,"1) has, 2) have","1) have, 2) has","1) has, 2) have","Sentence: Emily blamed the nieces of the florist who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Emily blamed the nieces of the florist who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Emily blamed the nieces of the florist who ___ . Options: 1) has, 2) have. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.01006181, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.01006181), TopLogprob(token='1', bytes=[49], logprob=-4.6040483), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.015251), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.41488), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.515615)])]"
26,13,wait,nonIC,high_pl,Emily waited with the nieces of the florist who ___ .,"1) has, 2) have","1) have, 2) has","1) have, 2) has","Sentence: Emily waited with the nieces of the florist who ___ . Options: 1) has, 2) have. Answer: ","Sentence: Emily waited with the nieces of the florist who ___ . Options: 1) have, 2) has. Answer: ","Sentence: Emily waited with the nieces of the florist who ___ . Options: 1) have, 2) has. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-4.604148e-06, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-4.604148e-06), TopLogprob(token='1', bytes=[49], logprob=-12.31993), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.761575), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.36853), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.445614)])]"
27,14,help,IC,high_pl,Joe helped the brothers of the athlete who ___ .,"1) is, 2) are","1) are, 2) is","1) are, 2) is","Sentence: Joe helped the brothers of the athlete who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Joe helped the brothers of the athlete who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Joe helped the brothers of the athlete who ___ . Options: 1) are, 2) is. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.00018304103, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.00018304103), TopLogprob(token='1', bytes=[49], logprob=-8.607607), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.504322), TopLogprob(token='""', bytes=[34], logprob=-18.299742), TopLogprob(token='Two', bytes=[84, 119, 111], logprob=-18.393503)])]"
28,14,run,nonIC,high_pl,Joe ran into the brothers of the athlete who ___ .,"1) is, 2) are","1) are, 2) is","1) is, 2) are","Sentence: Joe ran into the brothers of the athlete who ___ . Options: 1) is, 2) are. Answer: ","Sentence: Joe ran into the brothers of the athlete who ___ . Options: 1) are, 2) is. Answer: ","Sentence: Joe ran into the brothers of the athlete who ___ . Options: 1) is, 2) are. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-6.575563e-05, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-6.575563e-05), TopLogprob(token='2', bytes=[50], logprob=-9.630538), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.286592), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.917225), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.994007)])]"
29,15,reproach,IC,high_pl,Jessica reproached the doctors of the supermodel who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Jessica reproached the doctors of the supermodel who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jessica reproached the doctors of the supermodel who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jessica reproached the doctors of the supermodel who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.012120609, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.012120609), TopLogprob(token='2', bytes=[50], logprob=-4.4189124), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-18.532999), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-21.402586), TopLogprob(token='(', bytes=[40], logprob=-21.420816)])]"
30,15,work,nonIC,high_pl,Jessica worked with the doctors of the supermodel who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Jessica worked with the doctors of the supermodel who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Jessica worked with the doctors of the supermodel who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Jessica worked with the doctors of the supermodel who ___ . Options: 1) were, 2) was. Answer: ",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0020913768, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0020913768), TopLogprob(token='1', bytes=[49], logprob=-6.1709967), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.545525), TopLogprob(token='(', bytes=[40], logprob=-19.492144), TopLogprob(token='Was', bytes=[87, 97, 115], logprob=-19.947897)])]"
31,16,pacify,IC,high_pl,Brian pacified the associates of the businessman who ___ .,"1) was, 2) were","1) were, 2) was","1) were, 2) was","Sentence: Brian pacified the associates of the businessman who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Brian pacified the associates of the businessman who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Brian pacified the associates of the businessman who ___ . Options: 1) were, 2) was. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.9816675e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.9816675e-06), TopLogprob(token='2', bytes=[50], logprob=-13.300081), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.208979), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.200298), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-17.553965)])]"
32,16,visit,nonIC,high_pl,Brian visited the associates of the businessman who ___ .,"1) was, 2) were","1) were, 2) was","1) was, 2) were","Sentence: Brian visited the associates of the businessman who ___ . Options: 1) was, 2) were. Answer: ","Sentence: Brian visited the associates of the businessman who ___ . Options: 1) were, 2) was. Answer: ","Sentence: Brian visited the associates of the businessman who ___ . Options: 1) was, 2) were. Answer: ",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.00011462913, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.00011462913), TopLogprob(token='2', bytes=[50], logprob=-9.074009), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.950787), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-20.348047), TopLogprob(token=' ', bytes=[32], logprob=-20.477324)])]"
